"REF_DATE","GEO","DGUID","Type of structure","Type of work","Variables","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03","Quebec","2016A000224","Government buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121420842","6.87.1.5.1","3",,,,"0"
"2020-04","Quebec","2016A000224","Government buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121420842","6.87.1.5.1","1",,,,"0"
"2020-03","Quebec","2016A000224","Government buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749922","6.87.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Government buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749922","6.87.1.5.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Total residential and non-residential","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121421554","7.1.1.1.1","3080514",,,,"0"
"2020-04","Ontario","2016A000235","Total residential and non-residential","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121421554","7.1.1.1.1","2490438",,,,"0"
"2020-03","Ontario","2016A000235","Total residential and non-residential","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752772","7.1.1.1.3","2436648",,,,"0"
"2020-04","Ontario","2016A000235","Total residential and non-residential","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752772","7.1.1.1.3","1952913",,,,"0"
"2020-03","Ontario","2016A000235","Total residential and non-residential","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121421562","7.1.1.5.1","8752",,,,"0"
"2020-04","Ontario","2016A000235","Total residential and non-residential","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121421562","7.1.1.5.1","5986",,,,"0"
"2020-03","Ontario","2016A000235","Total residential and non-residential","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749964","7.1.1.5.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Total residential and non-residential","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749964","7.1.1.5.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Total residential","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121422274","7.4.1.1.1","1914069",,,,"0"
"2020-04","Ontario","2016A000235","Total residential","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121422274","7.4.1.1.1","1713845",,,,"0"
"2020-03","Ontario","2016A000235","Total residential","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752821","7.4.1.1.3","1464995",,,,"0"
"2020-04","Ontario","2016A000235","Total residential","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752821","7.4.1.1.3","1311893",,,,"0"
"2020-03","Ontario","2016A000235","Total residential","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121422282","7.4.1.5.1","6870",,,,"0"
"2020-04","Ontario","2016A000235","Total residential","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121422282","7.4.1.5.1","4660",,,,"0"
"2020-03","Ontario","2016A000235","Total residential","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740507","7.4.1.5.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Total residential","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740507","7.4.1.5.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Single dwelling building total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121422994","7.7.1.1.1","922163",,,,"0"
"2020-04","Ontario","2016A000235","Single dwelling building total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121422994","7.7.1.1.1","586636",,,,"0"
"2020-03","Ontario","2016A000235","Single dwelling building total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752864","7.7.1.1.3","672045",,,,"0"
"2020-04","Ontario","2016A000235","Single dwelling building total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752864","7.7.1.1.3","422845",,,,"0"
"2020-03","Ontario","2016A000235","Single dwelling building total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121423002","7.7.1.5.1","4854",,,,"0"
"2020-04","Ontario","2016A000235","Single dwelling building total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121423002","7.7.1.5.1","3090",,,,"0"
"2020-03","Ontario","2016A000235","Single dwelling building total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740550","7.7.1.5.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Single dwelling building total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740550","7.7.1.5.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Major single dwelling  projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121423234","7.8.1.1.1","887606",,,,"0"
"2020-04","Ontario","2016A000235","Major single dwelling  projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121423234","7.8.1.1.1","565116",,,,"0"
"2020-03","Ontario","2016A000235","Major single dwelling  projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752881","7.8.1.1.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Major single dwelling  projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752881","7.8.1.1.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Major single dwelling  projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121423242","7.8.1.5.1","2659",,,,"0"
"2020-04","Ontario","2016A000235","Major single dwelling  projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121423242","7.8.1.5.1","1704",,,,"0"
"2020-03","Ontario","2016A000235","Major single dwelling  projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740567","7.8.1.5.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Major single dwelling  projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740567","7.8.1.5.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Minor single dwelling projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121423474","7.9.1.1.1","34557",,,,"0"
"2020-04","Ontario","2016A000235","Minor single dwelling projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121423474","7.9.1.1.1","21519",,,,"0"
"2020-03","Ontario","2016A000235","Minor single dwelling projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752898","7.9.1.1.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Minor single dwelling projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752898","7.9.1.1.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Minor single dwelling projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121423482","7.9.1.5.1","2195",,,,"0"
"2020-04","Ontario","2016A000235","Minor single dwelling projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121423482","7.9.1.5.1","1386",,,,"0"
"2020-03","Ontario","2016A000235","Minor single dwelling projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740584","7.9.1.5.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Minor single dwelling projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740584","7.9.1.5.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Single total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121423714","7.10.1.1.1","871265",,,,"0"
"2020-04","Ontario","2016A000235","Single total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121423714","7.10.1.1.1","551943",,,,"0"
"2020-03","Ontario","2016A000235","Single total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752903","7.10.1.1.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Single total","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752903","7.10.1.1.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Single total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121423722","7.10.1.5.1","2581",,,,"0"
"2020-04","Ontario","2016A000235","Single total","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121423722","7.10.1.5.1","1663",,,,"0"
"2020-03","Ontario","2016A000235","Single total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740589","7.10.1.5.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Single total","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740589","7.10.1.5.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Mobile home","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121424434","7.13.1.1.1","318",,,,"0"
"2020-04","Ontario","2016A000235","Mobile home","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121424434","7.13.1.1.1","370",,,,"0"
"2020-03","Ontario","2016A000235","Mobile home","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752954","7.13.1.1.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Mobile home","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752954","7.13.1.1.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Mobile home","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121424442","7.13.1.5.1","4",,,,"0"
"2020-04","Ontario","2016A000235","Mobile home","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121424442","7.13.1.5.1","4",,,,"0"
"2020-03","Ontario","2016A000235","Mobile home","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740640","7.13.1.5.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Mobile home","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740640","7.13.1.5.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Cottage","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121424674","7.14.1.1.1","16023",,,,"0"
"2020-04","Ontario","2016A000235","Cottage","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121424674","7.14.1.1.1","12804",,,,"0"
"2020-03","Ontario","2016A000235","Cottage","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752964","7.14.1.1.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Cottage","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752964","7.14.1.1.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Cottage","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121424682","7.14.1.5.1","74",,,,"0"
"2020-04","Ontario","2016A000235","Cottage","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121424682","7.14.1.5.1","37",,,,"0"
"2020-03","Ontario","2016A000235","Cottage","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740650","7.14.1.5.3",,"..",,,"0"
"2020-04","Ontario","2016A000235","Cottage","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271740650","7.14.1.5.3",,"..",,,"0"
"2020-03","Ontario","2016A000235","Multiple dwelling building total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121424914","7.15.1.1.1","991906",,,,"0"
"2020-04","Ontario","2016A000235","Multiple dwelling building total","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121424914","7.15.1.1.1","1127209",,,,"0"
